subject,sessionIndex,rep,H.period,H.t,H.i,H.e,H.five,H.Shift.r,H.o,H.a,H.n,H.l,H.Return
s017,7,24,0.0657,0.057,0.0446,0.0634,0.0544,0.0634,0.0599,0.0673,0.0589,0.0784,0.0676
s017,7,25,0.0874,0.0491,0.0581,0.0591,0.0576,0.0589,0.0631,0.0765,0.067,0.0692,0.0679
s017,7,26,0.0763,0.0589,0.0565,0.065,0.051,0.0544,0.0533,0.0808,0.0692,0.0784,0.0639
s017,7,27,0.0702,0.0626,0.0557,0.0679,0.0597,0.0644,0.0623,0.0819,0.0615,0.07,0.0504
s017,7,28,0.0708,0.0518,0.0365,0.0589,0.051,0.0533,0.0597,0.0565,0.0615,0.0718,0.0639
s017,7,29,0.0705,0.0599,0.0457,0.0549,0.0541,0.0494,0.0694,0.0694,0.0663,0.0697,0.0586
s017,7,30,0.0792,0.0491,0.0496,0.0536,0.0528,0.0584,0.0663,0.0816,0.0499,0.0721,0.0618
s017,7,31,0.0626,0.057,0.0487,0.055,0.052,0.0597,0.0528,0.075,0.0687,0.0739,0.0586
s017,7,32,0.0642,0.0489,0.0449,0.052,0.052,0.0599,0.051,0.075,0.0673,0.0689,0.0636
s017,7,33,0.0692,0.061,0.0516,0.0619,0.0512,0.0602,0.0584,0.0795,0.0711,0.0673,0.0626
s017,7,34,0.0657,0.0496,0.0531,0.0576,0.052,0.0547,0.0544,0.0686,0.0626,0.0766,0.0602
s017,7,35,0.0684,0.0594,0.0515,0.0618,0.0626,0.0536,0.056,0.0594,0.0763,0.0737,0.0623
s017,7,36,0.0803,0.0544,0.0597,0.0602,0.0539,0.0523,0.0581,0.0764,0.0751,0.0694,0.0718
s017,7,37,0.0721,0.0525,0.0496,0.0723,0.0565,0.0586,0.0615,0.0697,0.0779,0.0779,0.0692
s017,7,38,0.0774,0.0457,0.0533,0.0576,0.0541,0.0528,0.0623,0.0637,0.065,0.0803,0.0665
s017,7,39,0.0774,0.0784,0.0642,0.0602,0.0531,0.051,0.0504,0.0721,0.0694,0.0697,0.0599
s017,7,40,0.0694,0.0578,0.0407,0.0644,0.0504,0.0502,0.0552,0.0658,0.0668,0.0676,0.0531
s017,7,41,0.0647,0.0518,0.0502,0.0597,0.0507,0.0528,0.0599,0.0721,0.0674,0.0692,0.0549
s017,7,42,0.0715,0.0486,0.0586,0.0636,0.046,0.0594,0.0626,0.0697,0.0631,0.0626,0.0531
s017,7,43,0.071,0.0539,0.0481,0.0613,0.0557,0.0525,0.0536,0.0713,0.0423,0.0657,0.0568
s017,7,44,0.07,0.0475,0.0436,0.0673,0.0473,0.0562,0.0681,0.0843,0.0613,0.07,0.0613
s017,7,45,0.0681,0.0518,0.0518,0.0679,0.0528,0.0557,0.061,0.0748,0.07,0.0689,0.0544
s017,7,46,0.0613,0.0496,0.0557,0.07,0.0536,0.052,0.0597,0.0689,0.0645,0.0729,0.0613
s017,7,47,0.0766,0.0547,0.0573,0.0581,0.0512,0.0533,0.0671,0.064,0.0685,0.0768,0.075
s017,7,48,0.0781,0.0523,0.0615,0.0594,0.0512,0.0412,0.0655,0.0678,0.0681,0.0768,0.071
s017,7,49,0.0718,0.0547,0.0594,0.0679,0.0541,0.0597,0.0605,0.0792,0.0644,0.0816,0.0655
s017,7,50,0.076,0.0502,0.0494,0.0657,0.0322,0.0446,0.0555,0.0587,0.0637,0.0692,0.0679
s017,8,1,0.0755,0.0491,0.0634,0.0594,0.046,0.042,0.056,0.0644,0.0607,0.0676,0.046
s017,8,2,0.0576,0.0201,0.0502,0.0483,0.0436,0.0515,0.0481,0.0747,0.0695,0.0673,0.0618
s017,8,3,0.0774,0.0531,0.0594,0.0634,0.0473,0.0515,0.0663,0.0626,0.0721,0.0647,0.0473
s017,8,4,0.0607,0.0544,0.0547,0.0578,0.0599,0.0536,0.0673,0.0721,0.076,0.0731,0.0631
s017,8,5,0.0853,0.0494,0.0496,0.0562,0.0483,0.0436,0.0787,0.0647,0.0624,0.0752,0.0615
s017,8,6,0.0834,0.0502,0.0531,0.0544,0.0573,0.0486,0.0639,0.0753,0.0642,0.0887,0.062
s017,8,7,0.0779,0.0518,0.0528,0.0602,0.0525,0.047,0.0623,0.0671,0.0729,0.0768,0.0058
s017,8,8,0.0752,0.0409,0.0547,0.0591,0.0552,0.0547,0.0652,0.0621,0.0782,0.076,0.0665
s017,8,9,0.0858,0.0547,0.0523,0.0589,0.0591,0.0555,0.0737,0.0718,0.0639,0.076,0.0613
s017,8,10,0.0882,0.0499,0.0515,0.0597,0.062,0.0536,0.066,0.0806,0.085,0.081,0.0657
s017,8,11,0.0755,0.0547,0.0496,0.0599,0.0557,0.0592,0.0676,0.0679,0.0636,0.0721,0.0631
s017,8,12,0.0739,0.0531,0.0512,0.0562,0.0539,0.0401,0.0726,0.0668,0.0755,0.0747,0.0628
s017,8,13,0.07,0.037,0.0436,0.0523,0.052,0.0494,0.062,0.0657,0.0454,0.0739,0.0647
s017,8,14,0.0792,0.0486,0.0547,0.0634,0.0565,0.047,0.0713,0.0731,0.0626,0.0771,0.0681
s017,8,15,0.0752,0.0494,0.0444,0.0591,0.0586,0.0515,0.0605,0.0655,0.057,0.0715,0.0634
s017,8,16,0.0697,0.0483,0.0483,0.0578,0.0578,0.0452,0.0599,0.076,0.0552,0.0744,0.0591
s017,8,17,0.0766,0.0465,0.0486,0.0552,0.0613,0.0589,0.0647,0.0755,0.0568,0.0739,0.066
s017,8,18,0.075,0.0518,0.0489,0.042,0.0523,0.0557,0.0533,0.0726,0.0491,0.0673,0.0668
s017,8,19,0.0787,0.0409,0.0547,0.0584,0.0486,0.0496,0.0607,0.0663,0.0536,0.075,0.0665
s017,8,20,0.0752,0.0515,0.0512,0.0623,0.0602,0.0502,0.0684,0.0734,0.0478,0.0816,0.0755
s017,8,21,0.0734,0.0518,0.0594,0.0613,0.0576,0.0544,0.0599,0.0776,0.0689,0.0826,0.0715
s017,8,22,0.0787,0.047,0.0644,0.0581,0.056,0.0547,0.0605,0.0723,0.056,0.0697,0.0623
s017,8,23,0.0816,0.0494,0.052,0.0555,0.0525,0.0483,0.0665,0.0694,0.0576,0.0713,0.052
s017,8,24,0.0681,0.0436,0.0489,0.0372,0.0539,0.0378,0.0605,0.0636,0.0668,0.0652,0.0578
s017,8,25,0.0657,0.0481,0.0523,0.057,0.0428,0.0478,0.0599,0.0721,0.0565,0.0742,0.0628
s017,8,26,0.0737,0.0489,0.0518,0.0615,0.0515,0.0404,0.0742,0.0731,0.0647,0.0715,0.0655
s017,8,27,0.0723,0.0475,0.0565,0.062,0.0544,0.0557,0.0697,0.0752,0.0578,0.0705,0.0589
s017,8,28,0.0718,0.0457,0.0568,0.0486,0.0544,0.0502,0.0555,0.0642,0.0584,0.0768,0.0642
s017,8,29,0.08,0.057,0.0524,0.0669,0.0576,0.0584,0.0686,0.0792,0.061,0.071,0.0594
s017,8,30,0.0766,0.0444,0.0417,0.0547,0.0557,0.0491,0.0541,0.0803,0.0607,0.0715,0.0597
s017,8,31,0.0715,0.0547,0.047,0.0626,0.0586,0.0657,0.0665,0.066,0.0602,0.0842,0.0547
s017,8,32,0.0813,0.0512,0.0512,0.057,0.0547,0.0489,0.0755,0.0837,0.0647,0.08,0.0671
s017,8,33,0.0774,0.0547,0.0499,0.0544,0.0576,0.052,0.0573,0.0744,0.0665,0.0721,0.0557
s017,8,34,0.0792,0.0491,0.0499,0.0626,0.0589,0.0512,0.0673,0.0766,0.0607,0.0842,0.0264
s017,8,35,0.0613,0.0536,0.0555,0.0494,0.0478,0.0552,0.0631,0.0813,0.08,0.0832,0.0676
s017,8,36,0.0737,0.0555,0.0531,0.0695,0.0584,0.0496,0.0599,0.075,0.0576,0.0789,0.066
s017,8,37,0.0837,0.0531,0.0578,0.0597,0.0502,0.0518,0.0573,0.0626,0.0594,0.0866,0.0771
s017,8,38,0.0808,0.0576,0.0605,0.0658,0.0594,0.0623,0.0568,0.076,0.0589,0.0755,0.0686
s017,8,39,0.071,0.043,0.0444,0.0573,0.0594,0.0539,0.0613,0.075,0.0518,0.0697,0.038
s017,8,40,0.0473,0.0504,0.0536,0.0562,0.0494,0.0525,0.0586,0.0792,0.0565,0.0657,0.0702
s017,8,41,0.0681,0.0502,0.062,0.0547,0.0499,0.0555,0.0692,0.08,0.0581,0.0818,0.0781
s017,8,42,0.0721,0.0504,0.0539,0.057,0.0568,0.0473,0.0615,0.0781,0.0536,0.0839,0.0684
s017,8,43,0.0694,0.0481,0.0579,0.0631,0.0599,0.0515,0.0628,0.0763,0.0584,0.0752,0.0552
s017,8,44,0.0729,0.0489,0.0576,0.0584,0.0475,0.0531,0.0518,0.0668,0.0671,0.0858,0.0784
s017,8,45,0.0721,0.0525,0.0507,0.0739,0.0599,0.0502,0.056,0.0781,0.0402,0.0742,0.0507
s017,8,46,0.0829,0.0504,0.0541,0.0668,0.0481,0.0515,0.0499,0.0792,0.0657,0.0702,0.0626
s017,8,47,0.0636,0.0586,0.0412,0.0568,0.0578,0.0452,0.0597,0.0771,0.0639,0.0763,0.0742
s017,8,48,0.0766,0.0476,0.0563,0.0611,0.0473,0.0436,0.0494,0.07,0.0623,0.0803,0.0676
s017,8,49,0.0702,0.0478,0.051,0.0597,0.0528,0.0452,0.0446,0.0718,0.0686,0.0826,0.0122
s017,8,50,0.0486,0.047,0.057,0.0589,0.0433,0.0446,0.0591,0.0694,0.0573,0.0752,0.0565
s018,1,1,0.1016,0.0847,0.0684,0.0531,0.0694,0.0964,0.1077,0.1322,0.0921,0.0961,0.0884
s018,1,2,0.1278,0.089,0.1006,0.0779,0.1072,0.0927,0.0671,0.0655,0.0929,0.0821,0.0668
s018,1,3,0.0861,0.0898,0.0729,0.0499,0.0924,0.0808,0.0623,0.108,0.0752,0.0842,0.1008
s018,1,4,0.0987,0.1061,0.0995,0.128,0.118,0.0911,0.0763,0.0879,0.1164,0.119,0.099
s018,1,5,0.0789,0.1256,0.0705,0.0594,0.1077,0.1241,0.0774,0.1243,0.0855,0.0871,0.0747
s018,1,6,0.0847,0.0942,0.0818,0.0797,0.1066,0.0987,0.0816,0.0895,0.0832,0.0866,0.1014
s018,1,7,0.0692,0.1136,0.1101,0.0496,0.0876,0.0953,0.0763,0.0682,0.0917,0.0742,0.0826
s018,1,8,0.0781,0.0911,0.0694,0.0702,0.0969,0.1138,0.0964,0.0877,0.1175,0.0948,0.0489
s018,1,9,0.0908,0.0879,0.0372,0.0927,0.1146,0.1164,0.1109,0.1302,0.0851,0.0995,0.0932
s018,1,10,0.0892,0.0837,0.0591,0.07,0.0858,0.1183,0.0911,0.0626,0.0787,0.1045,0.0832
s018,1,11,0.0845,0.1098,0.0781,0.0562,0.1077,0.089,0.0934,0.1027,0.0813,0.0971,0.0639
s018,1,12,0.0876,0.1035,0.0803,0.1164,0.0631,0.1209,0.0766,0.0998,0.1014,0.1006,0.09
s018,1,13,0.0866,0.1069,0.0771,0.0752,0.1217,0.1051,0.08,0.0784,0.0681,0.0863,0.0644
s018,1,14,0.0887,0.085,0.0731,0.081,0.095,0.1072,0.0797,0.1214,0.1053,0.098,0.0739
s018,1,15,0.0797,0.0916,0.0789,0.0971,0.1019,0.1022,0.0729,0.0853,0.1278,0.1357,0.0626
s018,1,16,0.0726,0.1038,0.0732,0.0855,0.0723,0.061,0.0866,0.095,0.1225,0.122,0.08
s018,1,17,0.0903,0.0779,0.0776,0.0766,0.1093,0.0871,0.1016,0.1078,0.1229,0.1249,0.0813
s018,1,18,0.0953,0.0937,0.0842,0.0708,0.0744,0.1035,0.0565,0.0758,0.1138,0.0879,0.0525
s018,1,19,0.0636,0.0842,0.0454,0.0858,0.0898,0.0832,0.0731,0.1375,0.0924,0.0919,0.0504
s018,1,20,0.0739,0.0948,0.0544,0.0792,0.0644,0.0499,0.1061,0.0795,0.0972,0.1093,0.0449
s018,1,21,0.0681,0.104,0.0496,0.07,0.0942,0.0632,0.0829,0.09,0.1285,0.0876,0.075
s018,1,22,0.0792,0.0876,0.0642,0.0715,0.1006,0.1109,0.0679,0.1441,0.0922,0.1114,0.0713
s018,1,23,0.0628,0.0903,0.0718,0.0837,0.1074,0.1214,0.075,0.1388,0.1333,0.1204,0.0876
s018,1,24,0.0787,0.0969,0.0866,0.0576,0.1388,0.1149,0.0787,0.0586,0.0697,0.132,0.0705
s018,1,25,0.0628,0.0642,0.0795,0.0855,0.1233,0.0885,0.0681,0.1349,0.0698,0.1162,0.0457
s018,1,26,0.0731,0.0966,0.0531,0.0668,0.1175,0.113,0.0689,0.1222,0.059,0.1197,0.0449
s018,1,27,0.0863,0.1169,0.0647,0.081,0.0686,0.1096,0.1045,0.118,0.1043,0.1045,0.0895
s018,1,28,0.0723,0.0921,0.0692,0.0594,0.1154,0.1125,0.0805,0.1417,0.0412,0.1217,0.042
s018,1,29,0.0964,0.0945,0.0805,0.0871,0.1172,0.1154,0.0557,0.1093,0.1061,0.1066,0.0898
s018,1,30,0.0898,0.113,0.0679,0.0784,0.1048,0.1085,0.0718,0.0979,0.0768,0.109,0.0544
s018,1,31,0.056,0.0958,0.0718,0.0636,0.1095,0.1143,0.1093,0.1074,0.0901,0.1043,0.095
s018,1,32,0.0869,0.0929,0.0861,0.0737,0.1204,0.1156,0.0866,0.1048,0.1191,0.1244,0.0689
s018,1,33,0.0436,0.0882,0.081,0.0697,0.1254,0.113,0.08,0.1082,0.0967,0.1157,0.0694
s018,1,34,0.0597,0.0913,0.0686,0.0671,0.1172,0.1146,0.0631,0.1272,0.1114,0.1138,0.0729
s018,1,35,0.0568,0.0845,0.0674,0.0887,0.1093,0.0867,0.0744,0.1111,0.1101,0.1136,0.0647
s018,1,36,0.0855,0.1032,0.0744,0.0655,0.132,0.1054,0.0774,0.1312,0.1201,0.1085,0.0665
s018,1,37,0.0544,0.0919,0.089,0.1059,0.1359,0.1104,0.0863,0.1301,0.0999,0.1051,0.0913
s018,1,38,0.0884,0.1077,0.0663,0.066,0.1362,0.113,0.0715,0.0853,0.1344,0.1011,0.0549
s018,1,39,0.1043,0.075,0.0441,0.0876,0.0998,0.1136,0.0797,0.1494,0.1167,0.0679,0.0744
s018,1,40,0.0518,0.1206,0.0971,0.0795,0.1093,0.141,0.0665,0.1818,0.132,0.122,0.1169
s018,1,41,0.0974,0.0879,0.0665,0.075,0.1193,0.1091,0.1146,0.1278,0.1243,0.123,0.0755
s018,1,42,0.0739,0.0995,0.0615,0.065,0.1507,0.1186,0.0657,0.1238,0.1186,0.1125,0.0489
s018,1,43,0.0892,0.094,0.0502,0.0948,0.1296,0.117,0.0425,0.1404,0.0574,0.1141,0.1056
s018,1,44,0.0655,0.1019,0.0721,0.0776,0.0845,0.1175,0.0813,0.1309,0.131,0.1146,0.0779
s018,1,45,0.0839,0.0985,0.0454,0.0623,0.0924,0.1025,0.0504,0.1663,0.0945,0.1251,0.033
s018,1,46,0.0808,0.0887,0.0349,0.075,0.0657,0.08,0.0752,0.1278,0.1373,0.0977,0.0887
s018,1,47,0.0858,0.0974,0.0779,0.0942,0.104,0.084,0.0792,0.1196,0.1265,0.1241,0.0594
s018,1,48,0.0911,0.0781,0.0702,0.0739,0.1124,0.1093,0.1011,0.141,0.1373,0.1384,0.065
s018,1,49,0.0876,0.0927,0.0536,0.0747,0.1029,0.0964,0.0956,0.1128,0.0925,0.1294,0.0684
s018,1,50,0.113,0.0945,0.0568,0.0766,0.1314,0.1462,0.0552,0.09,0.085,0.1304,0.0805
s018,2,1,0.085,0.0842,0.056,0.0842,0.0784,0.1024,0.065,0.1154,0.071,0.0605,0.0721
s018,2,2,0.0613,0.0763,0.066,0.0681,0.0642,0.103,0.0446,0.1151,0.0676,0.051,0.0895
s018,2,3,0.0816,0.0797,0.0681,0.0507,0.0576,0.0858,0.0618,0.0913,0.0934,0.1283,0.0839
s018,2,4,0.0723,0.07,0.057,0.0673,0.109,0.0948,0.061,0.0739,0.0795,0.0686,0.0723
s018,2,5,0.0853,0.0837,0.0396,0.0544,0.0866,0.0772,0.0679,0.0995,0.0655,0.0834,0.0789
s018,2,6,0.0913,0.0903,0.0457,0.0774,0.0533,0.0898,0.0623,0.07,0.0599,0.0895,0.0805
s018,2,7,0.0444,0.0673,0.0504,0.0182,0.094,0.0935,0.0726,0.0467,0.0636,0.0829,0.0671
s018,2,8,0.0684,0.0774,0.0428,0.0491,0.0924,0.0903,0.0805,0.1159,0.0937,0.0884,0.0594
s018,2,9,0.0766,0.0853,0.0573,0.0853,0.0953,0.122,0.0673,0.099,0.076,0.0523,0.1723
s018,2,10,0.1027,0.0934,0.0681,0.1032,0.0869,0.1106,0.0813,0.0845,0.0818,0.1117,0.0832
s018,2,11,0.0531,0.0839,0.0628,0.07,0.1317,0.1167,0.0832,0.1172,0.0702,0.0964,0.0631
s018,2,12,0.0805,0.0916,0.0634,0.065,0.0715,0.1146,0.0721,0.1177,0.1114,0.1043,0.1098
s018,2,13,0.1016,0.0866,0.0715,0.0227,0.094,0.1069,0.1051,0.1391,0.1243,0.1117,0.0924
s018,2,14,0.1146,0.0887,0.0512,0.1082,0.1114,0.1038,0.1088,0.1045,0.1877,0.137,0.08
s018,2,15,0.099,0.0985,0.0605,0.0932,0.0528,0.1101,0.0863,0.1183,0.1107,0.126,0.0665
s018,2,16,0.0924,0.1014,0.0525,0.08,0.0911,0.1185,0.0813,0.1101,0.1231,0.1141,0.066
s018,2,17,0.0781,0.0758,0.0415,0.0694,0.075,0.1273,0.065,0.09,0.1702,0.1064,0.104
s018,2,18,0.1154,0.0834,0.0663,0.0945,0.1119,0.0914,0.071,0.0808,0.1405,0.0961,0.0824
s018,2,19,0.1035,0.0766,0.0578,0.0768,0.1027,0.1241,0.0921,0.1037,0.0895,0.1328,0.0739
s018,2,20,0.0845,0.0987,0.0607,0.1029,0.0903,0.1154,0.0858,0.1043,0.0866,0.1257,0.0752
s018,2,21,0.0934,0.1043,0.0586,0.0708,0.118,0.0694,0.0708,0.1173,0.1334,0.1241,0.0934
s018,2,22,0.0697,0.0739,0.0715,0.1029,0.1183,0.1164,0.0639,0.1114,0.1054,0.0954,0.0903
s018,2,23,0.0945,0.0742,0.0861,0.09,0.1177,0.1193,0.0789,0.123,0.1067,0.122,0.0562
s018,2,24,0.1006,0.0644,0.0771,0.0826,0.1146,0.1209,0.0829,0.1027,0.1202,0.1268,0.0781
s018,2,25,0.099,0.0871,0.0679,0.1051,0.1146,0.0966,0.0839,0.1056,0.1206,0.1138,0.0702
s018,2,26,0.132,0.075,0.0639,0.0837,0.1254,0.1325,0.089,0.0766,0.106,0.1313,0.0694
s018,2,27,0.1573,0.113,0.0694,0.065,0.1249,0.1067,0.0826,0.1183,0.123,0.1267,0.0766
s018,2,28,0.0948,0.0977,0.0684,0.0766,0.1138,0.1252,0.1014,0.161,0.1225,0.1196,0.0805
s018,2,29,0.0892,0.0942,0.0602,0.0808,0.1069,0.0795,0.0386,0.1117,0.1228,0.1088,0.0847
s018,2,30,0.1037,0.0969,0.0708,0.0839,0.0755,0.0911,0.0708,0.1096,0.1188,0.1075,0.0689
s018,2,31,0.0845,0.1043,0.0639,0.0882,0.0919,0.138,0.0663,0.117,0.1215,0.1186,0.0797
s018,2,32,0.0927,0.1072,0.075,0.0652,0.1146,0.1151,0.0821,0.0917,0.1165,0.136,0.0758
s018,2,33,0.1066,0.095,0.0665,0.0755,0.1246,0.1272,0.0884,0.1407,0.131,0.1264,0.0795
s018,2,34,0.0821,0.0866,0.0584,0.0713,0.0747,0.1283,0.0676,0.0934,0.1573,0.0977,0.0816
s018,2,35,0.1056,0.0763,0.0573,0.0929,0.0858,0.1193,0.0927,0.1043,0.1486,0.1188,0.0845
s018,2,36,0.094,0.08,0.0502,0.0578,0.1085,0.1125,0.0869,0.1164,0.151,0.0811,0.0813
s018,2,37,0.0958,0.065,0.056,0.1264,0.0964,0.132,0.0826,0.1154,0.122,0.1408,0.0887
s018,2,38,0.0853,0.0832,0.0562,0.0993,0.133,0.1204,0.0821,0.1233,0.1326,0.108,0.0934
s018,2,39,0.0837,0.0784,0.075,0.1053,0.1082,0.1378,0.1037,0.1093,0.1352,0.1376,0.0686
s018,2,40,0.095,0.095,0.0855,0.0998,0.1077,0.1275,0.0747,0.1273,0.1171,0.1202,0.0805
s018,2,41,0.0876,0.0866,0.0591,0.0879,0.1109,0.1196,0.0383,0.0832,0.1281,0.1099,0.0755
s018,2,42,0.0861,0.0813,0.0528,0.0869,0.1135,0.0935,0.0821,0.1029,0.179,0.1275,0.0776
s018,2,43,0.0839,0.1027,0.0697,0.0974,0.1264,0.1439,0.1056,0.0922,0.1386,0.1304,0.0824
s018,2,44,0.1146,0.0853,0.0721,0.0642,0.132,0.1386,0.0945,0.1075,0.1389,0.127,0.0855
s018,2,45,0.0916,0.0847,0.0684,0.071,0.1201,0.1658,0.1003,0.0927,0.2349,0.1914,0.0816
s018,2,46,0.1217,0.1085,0.0668,0.0605,0.1225,0.1101,0.0747,0.0787,0.1318,0.1107,0.085
s018,2,47,0.1037,0.0845,0.0589,0.1214,0.0895,0.1183,0.0839,0.1156,0.1492,0.1484,0.0861
s018,2,48,0.0929,0.0908,0.0718,0.0705,0.146,0.1122,0.0708,0.1177,0.1281,0.1391,0.0771
s018,2,49,0.0924,0.0934,0.0607,0.0581,0.1217,0.1437,0.0879,0.1072,0.1437,0.1326,0.0779
s018,2,50,0.0966,0.0818,0.0586,0.0895,0.1256,0.155,0.0671,0.1558,0.1522,0.1169,0.0634
s018,3,1,0.1124,0.0998,0.076,0.1117,0.0726,0.1241,0.0357,0.147,0.1299,0.1117,0.0784
s018,3,2,0.0644,0.0602,0.0739,0.0758,0.0781,0.1035,0.0679,0.038,0.0713,0.0964,0.0111
s018,3,3,0.1119,0.0969,0.0705,0.0708,0.0795,0.1065,0.0628,0.0599,0.1446,0.0916,0.0832
s018,3,4,0.0977,0.1088,0.0848,0.0779,0.0969,0.1043,0.1006,0.1167,0.1128,0.1157,0.0594
s018,3,5,0.0826,0.0964,0.0668,0.0787,0.0887,0.1017,0.0866,0.1064,0.1135,0.1109,0.0689
s018,3,6,0.0739,0.0803,0.0599,0.0734,0.0956,0.1172,0.0702,0.0781,0.1011,0.0979,0.0797
s018,3,7,0.0853,0.0808,0.062,0.0491,0.0879,0.1051,0.0863,0.0853,0.078,0.1109,0.057
s018,3,8,0.0665,0.0948,0.0995,0.0686,0.1687,0.093,0.0676,0.1251,0.1043,0.1154,0.0499
s018,3,9,0.0842,0.1016,0.0591,0.0636,0.1006,0.1025,0.0953,0.0974,0.1125,0.1288,0.0731
s018,3,10,0.0905,0.0816,0.0557,0.1032,0.1022,0.1139,0.0781,0.1069,0.0582,0.1078,0.0663
s018,3,11,0.0826,0.0958,0.0821,0.0871,0.1185,0.0961,0.0642,0.1016,0.118,0.1246,0.0533
s018,3,12,0.0755,0.0937,0.0515,0.075,0.1359,0.1132,0.0826,0.109,0.1233,0.1164,0.0681
s018,3,13,0.0726,0.062,0.0568,0.0721,0.137,0.1247,0.09,0.1043,0.0988,0.1162,0.0832
s018,3,14,0.0934,0.0808,0.0613,0.0855,0.1138,0.0861,0.0607,0.0739,0.114,0.1172,0.0969
s018,3,15,0.085,0.076,0.0657,0.0771,0.0808,0.1283,0.0821,0.1151,0.1251,0.1077,0.0708
s018,3,16,0.0945,0.0818,0.0589,0.0362,0.1032,0.0644,0.0723,0.0953,0.1191,0.1159,0.0842
s018,3,17,0.1159,0.1383,0.1043,0.1027,0.1238,0.117,0.0954,0.0859,0.1178,0.156,0.0781
s018,3,18,0.0916,0.0953,0.056,0.076,0.1214,0.1417,0.0942,0.1299,0.1263,0.1434,0.1016
s018,3,19,0.0937,0.0932,0.0892,0.0837,0.1148,0.1376,0.0779,0.1101,0.1112,0.1502,0.0832
s018,3,20,0.099,0.0686,0.0462,0.0744,0.1138,0.0513,0.089,0.0908,0.1476,0.126,0.0647
s018,3,21,0.094,0.0919,0.0607,0.0679,0.1069,0.1138,0.1029,0.109,0.1386,0.1318,0.0781
s018,3,22,0.1037,0.1198,0.0578,0.1301,0.1462,0.1196,0.1024,0.1202,0.1542,0.1227,0.0663
s018,3,23,0.085,0.0964,0.0967,0.0864,0.1354,0.1552,0.07,0.0383,0.126,0.1286,0.0766
s018,3,24,0.08,0.0874,0.0663,0.0938,0.1256,0.1349,0.0869,0.1354,0.1291,0.117,0.0847
s018,3,25,0.1022,0.1088,0.0631,0.0708,0.1278,0.1373,0.1093,0.1183,0.0977,0.1534,0.0584
s018,3,26,0.1051,0.0979,0.0829,0.057,0.1175,0.0945,0.0842,0.1157,0.1624,0.1146,0.089
s018,3,27,0.132,0.0713,0.0792,0.1151,0.1008,0.1505,0.0942,0.1016,0.1256,0.1333,0.0734
s018,3,28,0.0927,0.0908,0.0689,0.1043,0.1193,0.1544,0.0927,0.1185,0.1606,0.1349,0.0795
s018,3,29,0.1016,0.0396,0.0771,0.0816,0.0964,0.1119,0.0676,0.0818,0.1214,0.152,0.0816
s018,3,30,0.0797,0.0813,0.0436,0.0866,0.0771,0.1109,0.0903,0.1276,0.1387,0.1637,0.0737
s018,3,31,0.0821,0.1006,0.0906,0.0846,0.0884,0.0943,0.0792,0.1006,0.1415,0.1199,0.0684
s018,3,32,0.1053,0.1251,0.0861,0.065,0.0734,0.1107,0.1238,0.1407,0.1473,0.1447,0.0715
s018,3,33,0.1655,0.1167,0.1523,0.0903,0.0663,0.1001,0.0971,0.1299,0.1415,0.1354,0.09
s018,3,34,0.0948,0.0842,0.0824,0.0832,0.1,0.1259,0.1022,0.1438,0.1344,0.1265,0.0684
s018,3,35,0.1066,0.0921,0.0792,0.1074,0.1404,0.1138,0.0927,0.0908,0.1734,0.1225,0.0758
s018,3,36,0.0892,0.0929,0.0982,0.0916,0.1312,0.1257,0.0647,0.1449,0.1555,0.1307,0.0784
s018,3,37,0.0948,0.0892,0.0808,0.0884,0.1143,0.1255,0.0726,0.1219,0.1104,0.1265,0.0739
s018,3,38,0.0855,0.1098,0.0822,0.1078,0.1185,0.1299,0.0834,0.1497,0.1233,0.1149,0.0623
s018,3,39,0.1037,0.1082,0.0869,0.123,0.1082,0.1494,0.0892,0.1328,0.1392,0.1405,0.0673
s018,3,40,0.0816,0.0855,0.0737,0.1003,0.0626,0.1531,0.0895,0.137,0.1281,0.1312,0.0876
s018,3,41,0.1022,0.1014,0.0869,0.0942,0.1093,0.1679,0.1093,0.0948,0.1448,0.1141,0.0803
s018,3,42,0.085,0.0934,0.0916,0.1004,0.0964,0.1304,0.0916,0.1167,0.1094,0.122,0.0818
s018,3,43,0.0916,0.0929,0.0628,0.0842,0.108,0.1211,0.0776,0.1133,0.0964,0.0977,0.0858
s018,3,44,0.1022,0.1209,0.0718,0.0876,0.0958,0.1407,0.0787,0.1185,0.1217,0.1252,0.0734
s018,3,45,0.0774,0.0966,0.0797,0.0977,0.094,0.1354,0.0721,0.0977,0.0758,0.1277,0.0869
s018,3,46,0.0829,0.0998,0.0821,0.0721,0.1,0.127,0.0993,0.1336,0.1119,0.1304,0.0636
s018,3,47,0.0916,0.0713,0.0665,0.1138,0.1077,0.1753,0.0702,0.156,0.1228,0.1402,0.0652
s018,3,48,0.0964,0.0766,0.0713,0.0779,0.123,0.1618,0.0795,0.1531,0.1107,0.1146,0.0871
s018,3,49,0.089,0.0816,0.0803,0.0958,0.1209,0.1299,0.0349,0.156,0.1141,0.0977,0.0803
s018,3,50,0.0969,0.0927,0.0401,0.0892,0.1206,0.1449,0.0805,0.1214,0.1251,0.133,0.1048
s018,4,1,0.0903,0.0832,0.0843,0.0523,0.0853,0.1233,0.0787,0.0702,0.1006,0.1056,0.0805
s018,4,2,0.0787,0.0942,0.0684,0.0618,0.113,0.0979,0.0713,0.0942,0.1045,0.1151,0.0768
