subject,sessionIndex,rep,UD.period.t,UD.t.i,UD.i.e,UD.e.five,UD.five.Shift.r,UD.Shift.r.o,UD.o.a,UD.a.n,UD.n.l,UD.l.Return
s010,3,24,0.0519,0.0808,0.0357,0.1502,0.2062,0.0892,0.0893,0.0579,0.1359,0.1041
s010,3,25,0.0443,0.0795,0.0423,0.1267,0.1468,0.0631,0.0246,0.0452,0.1356,0.1511
s010,3,26,0.039,0.0642,0.032,0.1185,0.1415,0.0599,0.0146,0.0536,0.1174,0.0994
s010,3,27,0.048,0.0515,0.0288,0.1198,0.1568,0.1001,0.0204,0.0563,0.1438,0.1355
s010,3,28,0.0773,0.0412,0.0681,0.1211,0.1381,0.0555,0.0304,0.018,0.1132,0.1163
s010,3,29,0.035,0.0702,0.0441,0.1417,0.1656,0.0676,-0.0013,0.0531,0.1116,0.1553
s010,3,30,0.0498,0.0657,0.0396,0.123,0.156,0.0496,0.0326,0.0375,0.252,0.1171
s010,3,31,0.0358,0.056,0.0378,0.1243,0.1645,0.0771,-0.0023,0.0732,0.1206,0.2247
s010,3,32,0.0369,0.0523,0.0306,0.1145,0.1471,0.1017,-0.005,0.0705,0.1269,0.1683
s010,3,33,0.0369,0.0679,0.0462,0.1238,0.1624,0.0615,0.008,0.0536,0.1359,0.2474
s010,3,34,0.0036,0.0958,0.2111,0.2254,0.1637,0.0531,0.0151,0.0362,0.133,0.1311
s010,3,35,0.0485,0.0919,0.0317,0.1391,0.1381,0.0681,0.0038,0.0626,0.1327,0.2102
s010,3,36,0.067,0.047,0.0491,0.1272,0.1521,0.0702,0.0154,0.0563,0.1335,0.178
s010,3,37,0.0364,0.0555,0.0206,0.128,0.1431,0.0686,0.0051,0.0608,0.1404,0.1712
s010,3,38,0.0232,0.0652,0.0227,0.1156,0.1648,0.0628,-0.0016,0.0684,0.2296,0.2659
s010,3,39,0.0456,0.062,0.0172,0.1195,0.1394,0.089,-0.015,0.108,0.1557,0.2881
s010,3,40,0.0633,0.0518,0.0465,0.1238,0.1382,0.0338,0.0215,0.0304,0.1338,0.1279
s010,3,41,0.0305,0.0591,0.0145,0.1209,0.1418,0.0312,0.0207,0.055,0.1457,0.2337
s010,3,42,0.0181,0.0573,0.0156,0.1259,0.1558,0.1056,0.0078,0.0795,0.1715,0.2311
s010,3,43,0.0348,0.0586,0.014,0.1198,0.1479,0.0905,-0.0066,0.0964,0.1594,0.1997
s010,3,44,0.0332,0.0755,0.0058,0.1269,0.1268,0.0905,0.0078,0.0697,0.1905,0.2677
s010,3,45,0.0614,0.0449,0.0306,0.1372,0.1658,0.0779,0.0049,0.0721,0.1583,0.1975
s010,3,46,0.0195,0.065,0.0132,0.1164,0.1774,0.0948,0.0128,0.0647,0.1657,0.1946
s010,3,47,-0.007,0.0771,0.0048,0.1195,0.1835,0.0555,0.0035,0.0484,0.128,0.1696
s010,3,48,0.0179,0.0681,0.0032,0.1203,0.1856,0.0787,0.0035,0.0647,0.1512,0.1764
s010,3,49,0.025,0.1151,0.0024,0.1275,0.1811,0.0599,0.0304,0.0507,0.1974,0.1865
s010,3,50,0.0429,0.0905,0.0227,0.2718,1.0181,0.1819,0.0299,0.0515,0.1166,0.1574
s010,4,1,0.0646,0.114,0.0578,0.2488,0.1856,0.0615,0.0365,0.0433,0.8853,0.1242
s010,4,2,0.0013,0.1312,0.0167,0.152,0.1447,0.0288,0.0415,0.0542,0.1581,0.1194
s010,4,3,0.0234,0.0845,0.0623,0.1702,0.189,0.0834,0.0283,0.051,0.1296,0.1382
s010,4,4,0.0968,0.4149,0.0713,0.213,0.1693,0.1357,0.0513,0.022,0.1275,0.1086
s010,4,5,0.0287,0.095,0.042,0.1483,0.1521,0.028,0.031,0.0302,0.1174,0.0973
s010,4,6,0.0736,0.2159,0.0328,0.1657,0.1729,0.0562,0.0262,0.0299,0.1304,0.1113
s010,4,7,0.1408,0.0903,0.0293,0.1465,0.1666,0.0473,0.0294,0.0333,0.1238,0.0796
s010,4,8,0.0957,0.1676,0.0304,0.1441,0.1497,0.0388,0.0413,0.0207,0.1383,0.0933
s010,4,9,0.0266,0.081,0.0262,0.1407,0.1371,0.0768,-0.005,0.074,0.2298,0.1461
s010,4,10,0.0907,0.3494,0.0275,0.157,0.1312,0.0372,0.0558,0.0745,0.1483,0.216
s010,4,11,0.0949,0.0726,0.0394,0.1322,0.1423,0.0866,0.0075,0.122,0.1734,0.1709
s010,4,12,0.0714,0.0839,0.057,0.1562,0.2188,0.155,0.0579,0.0507,0.1177,0.2567
s010,4,13,0.0751,0.0562,0.0394,0.1451,0.174,0.095,0.0302,0.0325,0.1681,0.1735
s010,4,14,0.1007,0.066,0.0283,0.1393,0.1352,0.0518,0.0252,0.0257,0.1586,0.2097
s010,4,15,0.0836,0.065,0.0499,0.1591,0.1558,0.0657,0.0318,0.0455,0.1562,0.1421
s010,4,16,0.0561,0.2383,0.0338,0.3903,0.1714,0.0694,0.0399,0.0637,0.1602,0.178
s010,4,17,0.0506,0.1832,0.0291,0.3544,0.2442,0.0868,0.0349,0.0378,0.1462,0.2284
s010,4,18,0.0203,0.0842,0.0333,0.142,0.1608,0.0591,0.0202,0.0373,0.1478,0.2176
s010,4,19,0.0498,0.0642,0.0306,0.1306,0.1341,0.0605,0.0125,0.0481,0.1562,0.1537
s010,4,20,0.0567,0.0808,0.0399,0.147,0.1407,0.07,0.0059,0.0557,0.1649,0.2379
s010,4,21,0.0659,0.0834,0.0744,0.1657,0.1519,0.1188,0.0101,0.0885,0.1536,0.2268
s010,4,22,0.0709,0.0613,0.052,0.1327,0.1334,0.0486,0.0349,0.0336,0.1552,0.1807
s010,4,23,0.0693,0.0475,0.046,0.1351,0.1326,0.5001,0.0484,0.0697,0.1354,0.0601
s010,4,24,0.0258,0.0679,0.0299,0.1523,0.1201,0.0478,0.0268,0.0423,0.1214,0.0999
s010,4,25,0.078,0.0478,0.0518,0.133,0.1291,0.0544,0.0125,0.0988,0.2958,0.2445
s010,4,26,0.0255,0.0771,0.0256,0.1462,0.1373,0.4772,0.0582,0.0869,0.1364,0.0725
s010,4,27,0.106,0.0296,0.0494,0.1319,0.1125,0.0198,0.0178,0.0148,0.1288,0.0627
s010,4,28,0.0691,0.0547,0.0489,0.1275,0.1236,0.0341,0.0302,0.0341,0.1462,0.1179
s010,4,29,0.0841,0.0481,0.046,0.1193,0.1387,0.0423,0.0299,0.0397,0.148,0.1501
s010,4,30,0.0429,0.0829,0.0238,0.148,0.1302,0.052,0.0046,0.0484,0.143,0.139
s010,4,31,0.0495,0.0481,0.0452,0.1436,0.1682,0.1112,0.0574,0.0557,0.1211,0.0849
s010,4,32,0.0503,0.0462,0.027,0.1483,0.189,0.2394,0.0315,0.0473,0.1206,0.0516
s010,4,33,0.0488,0.0713,-0.0029,0.1235,0.131,0.1853,0.0521,0.0346,0.1267,0.044
s010,4,34,0.0453,0.043,0.0296,0.1312,0.1286,0.075,0.0083,0.051,0.1293,0.1062
s010,4,35,0.0374,0.0549,0.0175,0.1209,0.3135,0.1025,0.0281,0.0552,0.1282,0.097
s010,4,36,0.0485,0.2296,0.0689,0.199,0.1471,0.1244,0.0666,0.0317,0.1359,0.1231
s010,4,37,0.0699,0.1412,0.024,0.1404,0.1267,0.0657,0.0209,0.0352,0.1267,0.0825
s010,4,38,0.0649,0.0465,0.0391,0.1359,0.1394,0.0982,0.0246,0.0515,0.142,0.1751
s010,4,39,0.0569,0.0747,0.0103,0.148,0.1378,0.1077,0.0191,0.0439,0.1362,0.0931
s010,4,40,0.0013,0.0591,0.0106,0.1285,0.1487,0.0631,0.0331,0.0323,0.166,0.1342
s010,4,41,0.0437,0.0415,0.0238,0.1232,0.1616,0.085,0.0392,0.0571,0.1436,0.0989
s010,4,42,0.0532,0.066,0.0095,0.1304,0.155,0.0602,0.0801,0.0914,0.1393,0.0756
s010,4,43,0.0617,0.051,0.0504,0.1451,0.1497,0.0597,0.0378,0.0204,0.1338,0.1065
s010,4,44,0.0569,0.0528,0.0304,0.1356,0.1408,0.0657,0.0236,0.0254,0.1689,0.534
s010,4,45,0.0057,0.061,0.0058,0.133,0.15,0.0496,0.0347,0.0217,0.1491,0.2498
s010,4,46,0.1263,0.0425,0.042,0.1317,0.1804,0.0663,0.0494,0.0233,0.1377,0.0751
s010,4,47,0.0205,0.065,0.013,0.1422,0.1457,0.0731,0.0347,0.0357,0.1348,0.2052
s010,4,48,0.0356,0.0491,0.0251,0.1399,0.1677,0.0742,0.0304,0.047,0.1327,0.0572
s010,4,49,0.0168,0.0729,0.0478,0.1544,0.2719,0.1001,0.064,0.436,0.1626,0.1482
s010,4,50,0.0746,0.0388,0.0217,0.1232,0.1547,0.1014,0.0099,0.046,0.1591,0.1981
s010,5,1,0.0812,0.0871,0.4653,0.3948,0.2444,0.0341,0.0521,0.0312,0.1114,0.0975
s010,5,2,0.0683,0.1037,0.0256,0.1557,0.1793,0.0578,0.0228,0.0352,0.1063,0.059
s010,5,3,0.0519,0.08,0.027,0.1594,0.1492,0.0568,0.0154,0.0478,0.1269,0.1044
s010,5,4,0.0253,0.0961,0.038,0.1459,0.1444,0.033,0.0225,0.0365,0.1145,0.0894
s010,5,5,0.035,0.0734,0.0412,0.1314,0.1561,0.0333,0.0273,0.0275,0.1652,0.1076
s010,5,6,0.0889,0.0702,0.0834,0.1343,0.1423,0.0821,0.0049,0.0492,0.1182,0.0756
s010,5,7,0.0714,0.0676,0.018,0.1383,0.1473,0.0552,0.022,0.0378,0.1143,0.0545
s010,5,8,0.0717,0.0744,0.0246,0.128,0.1302,0.0399,0.0223,0.0352,0.1193,0.0622
s010,5,9,0.0799,0.0792,0.037,0.1343,0.1506,0.0383,0.0334,0.0183,0.1222,0.0395
s010,5,10,0.0419,0.0808,0.0436,0.1507,0.1452,0.0642,0.0194,0.0502,0.1298,0.0664
s010,5,11,0.0493,0.0974,0.0111,0.1549,0.1434,0.0668,0.0225,0.0304,0.1248,0.0688
s010,5,12,0.0453,0.0467,0.0238,0.1198,0.131,0.037,0.0204,0.028,0.1362,0.0593
s010,5,13,0.0699,0.0916,0.0111,0.1528,0.1502,0.0214,0.0476,0.0207,0.1172,0.0532
s010,5,14,0.0308,0.1515,0.128,0.1631,0.1394,0.0293,0.0434,0.0238,0.118,0.0595
s010,5,15,0.1089,0.0552,0.0423,0.3301,0.1904,0.0821,0.0397,0.0616,0.1322,0.0675
s010,5,16,0.0517,0.032,0.037,0.1224,0.1249,0.052,0.0204,0.0272,0.11,0.0828
s010,5,17,0.0179,0.0998,0.0087,0.1443,0.1447,0.0449,0.0315,0.0317,0.1377,0.0957
s010,5,18,0.0245,0.1262,0.0222,0.1533,0.1379,0.0615,0.0233,0.0307,0.1346,0.0709
s010,5,19,0.0337,0.046,0.0248,0.1193,0.1423,0.0747,0.0012,0.0515,0.1306,0.0664
s010,5,20,0.0039,0.0639,0.0248,0.1261,0.1323,0.0425,0.0017,0.0383,0.1282,0.0558
s010,5,21,0.0955,0.0409,0.0299,0.1129,0.1268,0.0372,0.0426,0.0251,0.1441,0.0822
s010,5,22,0.0641,0.0423,0.0296,0.1293,0.1938,0.0737,0.0246,0.0299,0.1169,0.0395
s010,5,23,0.0379,0.032,0.033,0.1135,0.1555,0.0436,0.0392,0.0257,0.1169,0.0437
s010,5,24,0.0089,0.0702,-0.0011,0.1314,0.1236,0.0668,-0.0113,0.0531,0.1269,0.0817
s010,5,25,0.0166,0.0415,0.0072,0.0971,0.1173,0.0267,0.022,0.0302,0.1277,0.0719
s010,5,26,0.0255,0.0839,-0.0119,0.1201,0.1284,0.0238,0.0399,0.0177,0.1338,0.0603
s010,5,27,0.0287,0.0412,0.018,0.1251,0.1302,0.0457,0.026,0.0323,0.1325,0.1263
s010,5,28,0.0548,0.0238,0.0536,0.128,0.1413,0.0673,-0.005,0.0616,0.1174,0.0791
s010,5,29,0.0174,0.0518,0.019,0.1235,0.1373,0.0618,0.0217,0.0362,0.1235,0.0698
s010,5,30,0.0305,0.0599,-0.0164,0.1151,0.127,0.028,0.0531,0.0246,0.1407,0.0767
s010,5,31,-0.022,0.0916,-0.019,0.1259,0.2062,0.2083,0.1175,0.0338,0.124,0.0514
s010,5,32,0.0174,0.0438,0.0032,0.0942,0.1194,0.0657,0.0114,0.0449,0.1285,0.1556
s010,5,33,0.0369,0.0576,0.0267,0.1166,0.117,0.0494,0.0291,0.0439,0.1454,0.1382
s010,5,34,0.0414,0.047,0.0122,0.1098,0.1347,0.0618,0.0196,0.0431,0.1238,0.1464
s010,5,35,0.0274,0.0425,0.0048,0.1071,0.1328,0.0602,0.0151,0.0447,0.1264,0.092
s010,5,36,0.0675,0.0489,0.0301,0.1124,0.1284,0.0879,0.0175,0.0423,0.1312,0.0833
s010,5,37,0.0232,0.0628,0.0167,0.1151,0.1682,0.0924,0.0178,0.1236,0.2188,0.1023
s010,5,38,0.0585,0.062,0.0288,0.1079,0.1199,0.027,0.0531,0.0304,0.1333,0.0946
s010,5,39,0.0517,0.0871,0.0053,0.1306,0.1241,0.0518,0.056,0.4091,0.1227,0.1751
s010,5,40,0.0371,0.0491,0.0069,0.0987,0.136,0.0333,0.0378,0.0141,0.1227,0.0886
s010,5,41,0.0741,0.0328,0.0262,0.0955,0.1505,0.0756,0.0294,0.0304,0.1182,0.0748
s010,5,42,0.0559,0.0188,0.0182,0.1005,0.1295,0.038,0.0186,0.0251,0.123,0.0917
s010,5,43,0.0456,0.0354,0.0145,0.1077,0.1455,0.0602,0.0173,0.0391,0.1298,0.0983
s010,5,44,-0.0067,0.0805,0.0043,0.1203,0.2149,0.1607,0.2241,0.027,0.1195,0.0648
s010,5,45,0.0258,0.0483,0.013,0.1235,0.1344,0.1085,0.0244,0.1581,0.1639,0.254
s010,5,46,0.0181,0.0832,-0.0027,0.1509,0.1403,0.0446,0.0215,0.0254,0.1356,0.1023
s010,5,47,0.0324,0.0737,-0.0267,0.1407,0.1138,0.0702,0.0389,0.0391,0.1272,0.125
s010,5,48,0.0057,0.0974,0.0027,0.143,0.1426,0.0734,0.0357,0.0317,0.1438,0.1387
s010,5,49,0.0717,0.0597,0.0043,0.1174,0.1312,0.0716,0.0019,0.0457,0.1256,0.1527
s010,5,50,0.011,0.0499,0.019,0.1129,0.1238,0.0386,0.0302,0.018,0.1298,0.1105
s010,6,1,0.021,0.095,0.0739,0.2085,0.1524,0.0312,0.045,0.0262,0.1108,0.0915
s010,6,2,0.0638,0.0578,0.0715,0.1367,0.1333,0.0346,0.0352,0.0275,0.1256,0.087
s010,6,3,0.0725,0.0692,0.0805,0.152,0.1529,0.0457,0.0183,0.0433,0.1148,0.0741
s010,6,4,0.0693,0.0533,0.0188,0.1401,0.1442,0.0533,0.0141,0.0346,0.1129,0.0696
s010,6,5,0.1377,0.0204,0.0304,0.2742,0.1426,0.0301,0.0555,0.0032,0.1404,0.1036
s010,6,6,0.0714,0.0346,0.0082,0.1335,0.122,0.0206,0.0611,0.0093,0.1219,0.069
s010,6,7,0.059,0.0444,0.0227,0.1209,0.1367,0.0267,0.0297,0.0333,0.1108,0.0701
s010,6,8,0.1538,0.0805,0.0029,0.1407,0.1899,0.0826,0.0766,0.042,0.1195,0.0764
s010,6,9,0.0757,0.062,-0.0014,0.148,0.1326,0.0481,0.0431,0.0357,0.118,0.0603
s010,6,10,0.0546,0.0618,0.0101,0.1338,0.1426,0.0256,0.0436,0.0465,0.1304,0.0836
s010,6,11,0.0728,0.081,0.0132,0.1275,0.1476,0.0776,0.0423,0.0341,0.1172,0.0862
s010,6,12,0.0949,0.0314,0.0454,0.1673,0.1519,0.0388,0.037,0.0104,0.1206,0.0933
s010,6,13,0.0216,0.061,0.019,0.1407,0.1418,0.0478,0.041,0.0141,0.1203,0.082
s010,6,14,0.0804,0.061,-0.0082,0.129,0.1347,0.0333,0.0571,0.0605,0.1309,0.126
s010,6,15,0.0379,0.095,0.0145,0.1668,0.1576,0.0496,0.0835,0.0687,0.148,0.1825
s010,6,16,0.0733,0.0547,0.0314,0.1309,0.1545,0.0533,0.0141,0.0386,0.1219,0.1479
s010,6,17,0.0926,0.0438,0.0576,0.1209,0.1395,0.0605,0.0017,0.0536,0.1182,0.0954
s010,6,18,0.0108,0.0668,0.0032,0.1148,0.127,0.0396,0.0196,0.0563,0.128,0.1213
s010,6,19,0.0316,0.0726,0.0204,0.1306,0.1431,0.0412,0.0141,0.0494,0.123,0.0915
s010,6,20,0.0559,0.0473,0.0251,0.1172,0.1428,0.1127,0.064,0.0481,0.1272,0.1068
s010,6,21,0.0393,0.0499,0.0116,0.1264,0.1524,0.047,0.0334,0.0283,0.2275,0.1506
s010,6,22,0.0435,0.0378,0.0291,0.1203,0.1423,0.0367,0.0286,0.0367,0.1293,0.101
s010,6,23,0.0134,0.0758,0.0024,0.9664,0.2996,0.0692,0.0122,0.06,0.1348,0.0825
s010,6,24,0.0105,0.0507,-0.0103,0.1143,0.1452,0.0489,0.0078,0.0494,0.1356,0.2052
s010,6,25,0.0627,0.038,0.0254,0.124,0.1645,0.0679,0.0273,0.0452,0.143,0.1611
s010,6,26,0.0559,0.0317,0.018,0.1024,0.1455,0.0391,0.0312,0.0386,0.1433,0.1495
s010,6,27,0.0282,0.0396,0.0161,0.1111,0.131,0.0536,0.012,0.0634,0.3568,0.0989
s010,6,28,0.015,0.0536,0.0283,0.1174,0.1329,0.0283,0.0254,0.0383,0.1407,0.1268
s010,6,29,0.0377,0.0446,0.0304,0.1275,0.1444,0.0547,0.018,0.0436,0.1377,0.121
s010,6,30,0.0403,0.0475,0.0169,0.1169,0.1408,0.0581,0.0392,0.0291,0.1314,0.0867
s010,6,31,0.0308,0.0555,0.0288,0.1728,0.5907,0.0829,0.0136,0.0531,0.1261,0.1292
s010,6,32,0.0461,0.0267,0.0412,0.1319,0.1267,0.0296,0.0283,0.0412,0.1187,0.1073
s010,6,33,0.0633,0.0343,0.023,0.1151,0.1514,0.0597,0.0188,0.0404,0.1575,0.1419
s010,6,34,0.0649,0.0576,0.0182,0.1235,0.1355,0.0718,0.0056,0.0602,0.1475,0.1126
s010,6,35,0.0485,0.037,0.019,0.1151,0.1489,0.0642,0.0049,0.0386,0.1375,0.1284
s010,6,36,0.0353,0.065,0.0024,0.1148,0.1413,0.0739,0.0112,0.0589,0.1275,0.1144
s010,6,37,0.0313,0.046,0.0019,0.1172,0.1411,0.0341,0.018,0.0441,0.1441,0.1157
s010,6,38,0.0503,0.0467,0.0056,0.118,0.1442,0.0668,0.0019,0.056,0.1267,0.1376
s010,6,39,0.0279,0.0446,0.0093,0.1021,0.1252,0.0581,0.0183,0.0436,0.2496,0.134
s010,6,40,0.0313,0.0291,0.0288,0.1172,0.1318,0.0945,0.026,0.037,0.1401,0.0997
s010,6,41,0.0308,0.0354,0.0101,0.1137,0.1479,0.0885,-0.0037,0.0592,0.1552,0.1179
s010,6,42,0.0171,0.0349,0.0024,0.104,0.1186,0.0452,-0.0058,0.0447,0.1346,0.1176
s010,6,43,0.0551,0.0565,0.0029,0.1122,0.1291,0.0618,0.018,0.0373,0.1238,0.0814
s010,6,44,0.0274,0.0671,0.0032,0.1108,0.1366,0.0684,0.0165,0.0412,0.1393,0.1186
s010,6,45,0.0145,0.0391,0.009,0.1343,0.1471,0.0541,0.0352,0.0452,0.1531,0.1184
s010,6,46,0.0327,0.0346,0.0074,0.1261,0.1321,0.0573,0.0497,0.0695,0.1399,0.1474
s010,6,47,0.0147,0.0686,-0.0103,0.1137,0.1353,0.0378,0.0318,0.0238,0.1436,0.1487
s010,6,48,0.0342,0.094,-0.0111,0.1525,0.1294,0.0396,0.0273,0.0288,0.1436,0.1168
s010,6,49,-0.0012,0.066,-0.0177,0.114,0.1255,0.0267,0.0365,0.0254,0.1604,0.1163
s010,6,50,0.0147,0.1296,0.0299,0.147,0.1856,0.046,0.1062,0.4109,0.1367,0.1574
s010,7,1,0.0461,0.0684,0.0781,0.1662,0.1743,0.0779,0.0262,0.047,0.1198,0.0754
s010,7,2,0.0419,0.066,0.0433,0.1425,0.142,0.0496,0.0418,0.0534,0.1261,0.0564
s010,7,3,0.0477,0.0452,0.0264,0.128,0.1416,0.0679,0.0542,0.0201,0.1319,0.0617
s010,7,4,0.0775,0.0256,0.0351,0.1306,0.1394,0.0515,0.0397,0.0133,0.133,0.0777
s010,7,5,0.0374,0.0325,0.0317,0.1174,0.1358,0.0576,0.0331,0.042,0.1483,0.0746
s010,7,6,0.0778,0.065,0.0225,0.152,0.1453,0.0681,0.0051,0.0468,0.1428,0.2524
s010,7,7,0.0292,0.0792,0.0185,0.1409,0.1801,0.0623,0.0046,0.0684,0.1275,0.2065
s010,7,8,0.0868,0.0441,0.0211,0.1417,0.1629,0.0766,0.0025,0.0536,0.1298,0.0962
s010,7,9,0.0527,0.0283,0.0465,0.1203,0.1334,0.0562,0.0421,0.0257,0.138,0.0923
s010,7,10,0.0271,0.0504,0.0251,0.1293,0.1518,0.0734,0.0587,0.0367,0.1399,0.1361
s010,7,11,0.063,0.043,0.0206,0.1343,0.1468,0.0496,0.0502,0.0249,0.1443,0.0862
s010,7,12,0.0195,0.0547,-0.0056,0.1327,0.151,0.0681,-0.0092,0.0663,0.1372,0.1047
s010,7,13,0.1345,0.0011,0.0499,0.0984,0.1426,0.0436,0.0217,0.0399,0.1232,0.0693
s010,7,14,0.0187,0.0515,0.0064,0.1069,0.136,0.056,0.0323,0.0349,0.1433,0.1157
s010,7,15,0.0722,0.3782,0.0219,0.186,0.1576,0.043,0.4147,0.0389,0.1193,0.0846
s010,7,16,0.0678,0.0198,0.0328,0.119,0.1342,0.0481,0.0368,0.0265,0.1306,0.0807
s010,7,17,0.0216,0.0417,0.0285,0.1433,0.2033,0.0555,0.1283,0.0275,0.1433,0.0463
s010,7,18,0.0208,0.052,0.0238,0.1396,0.1745,0.342,0.0835,0.0486,0.133,0.0492
s010,7,19,0.0208,0.0354,0.052,0.1436,0.1909,0.0383,0.1289,0.0507,0.1116,0.0709
s010,7,20,0.1076,0.0378,0.0647,0.1626,0.1801,0.0557,0.0935,0.0294,0.1092,0.0376
s010,7,21,0.0115,0.0528,0.0153,0.1304,0.1603,0.056,0.0864,0.0684,0.1282,0.0532
s010,7,22,0.0118,0.0541,0.014,0.1203,0.1829,0.0611,0.0629,0.0589,0.1306,0.0917
s010,7,23,0.0237,0.0409,0.0235,0.1362,0.2057,0.071,0.0373,0.0389,0.1372,0.0952
s010,7,24,0.0403,0.0499,0.0317,0.1272,0.1703,0.0716,0.0281,0.0381,0.1306,0.0527
s010,7,25,0.0422,0.0272,0.0314,0.1301,0.1576,0.0562,0.0286,0.0484,0.1377,0.0799
s010,7,26,0.0575,0.0378,0.0299,0.1393,0.1724,0.1454,-0.0013,0.1085,0.1401,0.0719
s010,7,27,0.0258,0.0446,0.0309,0.1367,0.1582,0.0285,0.0418,0.0112,0.1193,0.05
s010,7,28,0.0353,0.0475,0.0153,0.1346,0.1663,0.0283,0.0529,0.066,0.1116,0.0305
s010,7,29,0.0393,0.0407,0.0322,0.1483,0.1624,0.0407,0.0334,0.0294,0.123,0.0397
s010,7,30,0.0308,0.0628,0.0304,0.1298,0.1886,0.0895,0.0204,0.0381,0.1195,0.0456
s010,7,31,0.0604,0.0573,0.0335,0.1322,0.1632,0.0465,0.0692,0.042,0.1296,0.0609
s010,7,32,0.1701,0.0547,0.0087,0.1409,0.1566,0.0766,0.0228,0.0484,0.1552,0.097
s010,7,33,0.0168,0.0396,0.0299,0.1261,0.1465,0.0528,0.0188,0.0397,0.143,0.2239
s010,7,34,0.4097,0.0214,0.0277,0.1214,0.136,0.0663,0.0304,0.0309,0.138,0.0791
s010,7,35,0.1308,0.0185,0.1183,0.156,0.1973,0.042,0.0597,0.0199,0.1314,0.073
s010,7,36,0.0725,0.0325,0.0438,0.1354,0.2022,0.0719,0.0523,0.0188,0.1151,0.0622
s010,7,37,0.1071,0.0438,0.0341,0.1443,0.1972,0.0476,0.0463,0.0499,0.143,0.0722
s010,7,38,0.0941,0.0301,0.038,0.1417,0.1592,0.0454,0.0695,0.0544,0.1314,0.0838
s010,7,39,0.0356,0.0892,0.0248,0.1338,0.1582,0.0338,0.0476,0.0072,0.1264,0.0519
s010,7,40,0.0459,0.0766,0.0322,0.3343,0.2326,0.0528,0.0439,0.0251,0.1594,0.1361
s010,7,41,0.1952,0.0573,0.0441,0.1457,0.2073,0.0969,0.0341,0.0338,0.1153,0.0371
s010,7,42,0.0406,0.0481,0.0341,0.1428,0.1357,0.0101,0.0748,0.0412,0.1195,0.1471
s010,7,43,0.034,0.0486,0.0085,0.1214,0.1492,0.0399,0.0331,0.0191,0.1375,0.0593
s010,7,44,0.0738,0.0568,0.0338,0.138,0.193,0.0515,0.0463,0.0077,0.1235,0.0564
s010,7,45,0.0282,0.0375,0.0164,0.1319,0.1669,0.0655,0.0394,0.0283,0.1317,0.0646
s010,7,46,0.0456,0.0394,0.0288,0.1335,0.1503,0.0642,0.0096,0.0473,0.1449,0.0872
s010,7,47,0.0316,0.0512,0.0182,0.1116,0.1582,0.0632,0.0046,0.047,0.1309,0.0764
s010,7,48,0.0258,0.0446,0.0404,0.1483,0.1545,0.0652,0.0289,0.0336,0.137,0.1603
s010,7,49,0.0176,0.0668,0.0291,0.1407,0.1845,0.0895,-0.0047,0.0552,0.1404,0.1503
s010,7,50,0.0166,0.0723,-0.0111,0.1293,0.1534,0.0504,0.0518,0.0222,0.1961,0.1379
s010,8,1,0.0714,0.0349,0.0309,0.1092,0.1292,0.0602,0.0175,0.0555,0.124,0.4374
s010,8,2,0.0933,0.0396,0.0312,0.1211,0.1516,0.0686,0.0191,0.0375,0.1161,0.0746
s010,8,3,0.0569,0.038,0.0341,0.1454,0.1476,0.0795,-0.0013,0.0695,0.1195,0.0677
s010,8,4,0.078,0.0285,0.0299,0.1024,0.1175,0.0159,0.0352,0.0238,0.1217,0.0833
s010,8,5,0.1221,0.0555,0.0256,0.1275,0.1424,0.0581,0.0064,0.0439,0.128,0.0812
s010,8,6,-0.0065,0.0739,-0.0032,0.1261,0.1342,0.0499,-0.0121,0.0747,0.1348,0.1361
s010,8,7,0.0691,0.0338,0.0262,0.1158,0.122,0.0219,0.0186,0.0378,0.1135,0.0762
s010,8,8,0.072,0.028,0.0206,0.1116,0.1487,0.0502,0.0093,0.0423,0.1407,0.1144
s010,8,9,0.0166,0.0523,0.0043,0.1222,0.1434,0.0457,-0.0013,0.0576,0.1393,0.187
s010,8,10,0.0736,0.0251,0.0175,0.1232,0.1318,0.0829,-0.0058,0.0642,0.1359,0.1221
s010,8,11,0.0638,0.0346,0.0267,0.1275,0.1912,0.1407,0.0273,0.0315,0.129,0.0788
s010,8,12,0.1664,0.0452,0.014,0.1143,0.127,0.0908,-0.0385,0.0927,0.1488,0.1004
s010,8,13,0.1261,0.0338,0.0122,0.1217,0.1386,0.0639,0.0038,0.0637,0.137,0.0859
s010,8,14,0.039,0.0391,0.0272,0.1111,0.1336,0.0605,0.0138,0.046,0.1409,0.1247
s010,8,15,0.0387,0.0768,0.0019,0.1145,0.141,0.0618,0.0217,0.0484,0.1552,0.1163
s010,8,16,-0.0041,0.076,-0.0288,0.1217,0.132,0.0652,-0.0066,0.0848,0.1462,0.0859
s010,8,17,0.0197,0.0547,0.0082,0.1211,0.3033,0.0827,0.0072,0.0581,0.1417,0.0928
s010,8,18,-0.003,0.0879,-0.0037,0.143,0.2142,0.0901,-0.0111,0.0798,0.1412,0.0931
s010,8,19,0.0596,0.0512,0.0309,0.1765,0.173,0.0491,0.0386,0.0257,0.138,0.0756
s010,8,20,0.0189,0.0555,0.0124,0.1248,0.1616,0.0929,0.0157,0.0452,0.1467,0.0941
