subject,sessionIndex,rep,DD.period.t,DD.t.i,DD.i.e,DD.e.five,DD.five.Shift.r,DD.Shift.r.o,DD.o.a,DD.a.n,DD.n.l,DD.l.Return
s018,1,32,0.1818,0.1177,0.0875,0.2795,0.3962,0.2138,0.14,0.1125,0.0417,0.2816
s018,1,33,0.1174,0.1521,0.114,0.279,0.3986,0.1964,0.1484,0.1977,0.0396,0.4597
s018,1,34,0.1446,0.1167,0.123,0.2991,0.4292,0.4606,0.1257,0.1518,0.1183,0.7109
s018,1,35,0.1736,0.0821,0.1184,0.3027,0.5503,0.2292,0.2363,0.1426,0.0393,0.3196
s018,1,36,0.1411,0.1185,0.1082,0.2821,0.7161,0.3165,0.2108,0.307,0.0971,0.3068
s018,1,37,0.1427,0.1086,0.1365,0.3059,0.4468,0.2178,0.1793,0.1866,0.0647,0.2734
s018,1,38,0.4417,0.1502,0.0631,0.2333,0.642,0.1943,0.2041,0.1395,0.0945,0.243
s018,1,39,0.1623,0.1587,0.1162,0.3742,0.5353,0.2857,0.2999,0.2067,0.375,0.2166
s018,1,40,0.1895,0.4183,0.1504,0.2676,0.4483,0.4099,0.5978,0.2737,0.0654,0.3916
s018,1,41,0.2451,0.1122,0.0829,0.2658,0.5769,0.3284,0.1604,0.1833,0.091,0.3739
s018,1,42,0.1836,0.1146,0.1009,0.2487,0.4052,0.4514,0.2978,0.1249,0.0618,0.271
s018,1,43,0.1488,0.1761,0.1249,1.453,0.4965,0.2814,0.2603,0.1621,0.0106,0.4747
s018,1,44,0.1066,0.1331,0.093,0.29,0.5369,0.4635,0.141,0.15,0.057,0.2678
s018,1,45,0.1176,0.1827,0.0816,0.2819,0.4572,0.2044,0.1254,0.1584,0.0351,0.5219
s018,1,46,0.1689,0.127,0.0729,0.8329,0.4321,0.3964,0.1407,0.108,0.0813,0.3483
s018,1,47,0.115,0.1325,0.1051,0.3481,0.4226,0.1687,0.1384,0.117,0.0417,0.2873
s018,1,48,0.1454,0.132,0.0972,0.3312,0.4178,0.2389,0.1669,0.0901,0.0604,0.3101
s018,1,49,0.1377,0.1305,0.1109,0.6386,0.3587,0.2476,0.168,0.1112,0.0394,0.3145
s018,1,50,0.1615,0.1386,0.0843,0.2853,0.687,0.5286,0.2099,0.0449,0.0261,0.4686
s018,2,1,0.2185,0.108,0.0727,0.379,0.3614,0.1571,0.1585,0.1266,0.1615,0.3813
s018,2,2,0.1787,0.099,0.0861,0.3315,0.387,0.1885,0.0875,0.1421,0.1721,0.5335
s018,2,3,0.2349,0.1341,0.0774,0.3423,0.4656,0.2482,0.0806,0.1674,0.5032,0.2886
s018,2,4,0.1419,0.1228,0.0673,0.3172,0.426,0.1785,0.2432,0.1196,0.3001,0.1949
s018,2,5,0.1742,0.1154,0.0869,0.2903,0.4435,0.1514,0.1068,0.1323,0.2217,0.2707
s018,2,6,0.1678,0.1228,0.0748,0.3186,0.4246,0.1785,0.0964,0.1524,0.3135,0.3111
s018,2,7,0.256,0.1006,0.1098,0.2662,0.3809,0.1877,0.1284,0.1143,0.2425,0.2443
s018,2,8,0.1538,0.1149,0.0961,0.2906,0.4595,0.1444,0.1178,0.1284,0.1293,0.2778
s018,2,9,0.148,0.1062,0.1054,0.2624,0.3466,0.1867,0.1099,0.108,0.1908,0.4665
s018,2,10,0.2393,0.1167,0.4888,0.3164,0.7768,0.132,0.14,0.1099,0.114,0.2335
s018,2,11,0.138,0.132,0.0787,0.2584,0.4047,0.1711,0.1118,0.1273,0.0715,0.2662
s018,2,12,0.1519,0.1288,0.0708,1.4955,0.3342,0.1848,0.0783,0.1597,0.0805,0.5969
s018,2,13,0.2237,0.1376,0.1417,1.2049,0.4458,0.4943,0.6227,0.1824,0.1969,0.2153
s018,2,14,0.1533,0.1368,0.0539,0.3903,0.4332,0.2118,0.1464,0.7313,0.1135,0.2844
s018,2,15,0.2546,0.1223,0.0898,0.4025,0.4033,0.2101,0.1822,0.1664,0.0362,0.2995
s018,2,16,0.1427,0.1553,0.0768,0.4014,0.3799,0.2499,0.1598,0.1434,0.0697,0.2673
s018,2,17,0.1131,0.1376,0.0682,1.2595,0.3395,0.2587,0.1242,0.1502,0.1282,0.6346
s018,2,18,0.2188,0.1238,0.1101,0.2929,0.373,0.1753,0.1281,0.1051,0.0858,0.2509
s018,2,19,0.1628,0.1117,0.0829,0.3003,0.3549,0.2033,0.1458,0.1048,0.0483,0.2681
s018,2,20,0.1364,0.133,0.0734,0.3747,0.3305,0.1471,0.1513,0.1136,0.0216,0.2889
s018,2,21,0.1524,0.121,0.0813,0.7665,0.4633,0.4558,0.12,0.0951,0.084,0.2858
s018,2,22,0.1678,0.084,0.1116,0.3583,0.4218,0.2508,0.4363,0.1138,0.0512,0.2927
s018,2,23,0.31,0.1067,0.0975,0.2663,0.4178,0.1937,0.1882,0.1143,0.0296,0.2779
s018,2,24,0.2045,0.1323,0.1191,0.3314,0.3693,0.2405,0.1368,0.0966,0.0433,0.3001
s018,2,25,0.1483,0.155,0.1014,0.3487,0.4081,0.1365,0.1307,0.1043,0.0757,0.2955
s018,2,26,0.2069,0.0874,0.1075,0.2581,0.3194,0.1877,0.1775,0.0671,0.0299,0.3019
s018,2,27,0.4114,0.1801,0.0744,0.2933,0.4591,0.1817,0.1247,0.1287,0.0293,0.2704
s018,2,28,0.1227,0.127,0.0655,0.274,0.3512,0.2023,0.0867,0.1745,0.0179,0.2488
s018,2,29,0.1321,0.1576,0.0716,0.2684,0.3443,0.4395,0.2342,0.0943,0.0586,0.4594
s018,2,30,0.1559,0.156,0.1394,0.3794,0.3698,0.2331,0.096,0.0922,0.043,0.2525
s018,2,31,0.11,0.1373,0.0853,0.2829,0.3607,0.5172,0.1216,0.1154,0.0074,0.2884
s018,2,32,0.1773,0.1371,0.1038,0.6721,0.4685,0.2328,0.1569,0.0663,0.024,0.2681
s018,2,33,0.163,0.123,0.0689,0.2605,0.3416,0.1784,0.1099,0.1167,0.0415,0.272
s018,2,34,0.1562,0.1191,0.0814,0.2555,0.3968,0.2088,0.3778,0.1228,0.0844,0.2612
s018,2,35,0.1586,0.122,0.0478,0.5259,0.8615,0.2273,0.1635,0.0798,0.0496,0.272
s018,2,36,0.1359,0.1592,0.0626,0.4185,0.382,0.2439,0.1469,0.1178,0.0839,0.252
s018,2,37,0.1456,0.1273,0.0935,0.5661,0.3706,0.1872,0.1408,0.1239,0.0488,0.2779
s018,2,38,0.1333,0.135,0.3135,0.2735,0.426,0.1959,0.1577,0.1244,0.0784,0.2404
s018,2,39,0.1195,0.1484,0.084,0.2729,0.3664,0.1967,0.1795,0.1178,0.0467,0.2737
s018,2,40,0.1411,0.1148,0.0882,0.2956,0.3709,0.2046,0.2748,0.1249,0.0513,0.3407
s018,2,41,0.1369,0.1199,0.0842,0.3333,0.405,0.2302,0.3105,0.292,0.0636,0.2763
s018,2,42,0.1628,0.1246,0.0824,0.2407,0.3701,0.3292,0.1986,0.1185,0.0945,0.3198
s018,2,43,0.144,0.1294,0.0914,0.2296,0.3202,0.1946,0.1996,0.0716,0.061,0.258
s018,2,44,0.3581,0.1313,0.088,0.3437,0.453,0.2154,0.1825,0.0935,0.0713,0.2633
s018,2,45,0.1491,0.127,0.0824,0.2169,0.3596,0.2152,0.1709,0.1247,0.1293,0.3449
s018,2,46,0.1528,0.1634,0.0657,0.2246,0.618,0.1962,0.1387,0.0804,0.0747,0.2407
s018,2,47,0.1997,0.1075,0.8561,0.3921,0.3236,0.1951,0.1254,0.118,0.0512,0.3156
s018,2,48,0.1475,0.1489,0.0732,0.2639,0.4319,0.1814,0.1263,0.1281,0.0296,0.306
s018,2,49,0.1633,0.1201,0.0845,0.2811,0.3556,0.2007,0.1804,0.0824,0.0378,0.2848
s018,2,50,0.1704,0.1212,0.0829,0.2507,0.3964,0.2466,0.1245,0.1539,0.0339,0.3066
s018,3,1,0.1767,0.2505,0.0858,0.833,0.6735,0.2753,0.3031,0.2832,0.1143,0.2359
s018,3,2,0.1453,0.2312,0.1199,0.2806,0.3494,0.15,0.1514,0.0837,0.1249,0.2797
s018,3,3,0.1675,0.1447,0.0787,1.1195,0.3369,0.1482,0.1249,0.3349,0.294,0.1899
s018,3,4,0.1673,0.1629,0.0671,0.2624,0.3348,0.1487,0.1778,0.0887,0.066,0.2423
s018,3,5,0.1327,0.1629,0.0919,0.3909,0.4384,0.1627,0.163,0.1672,0.0583,0.2303
s018,3,6,0.1498,0.1144,0.0636,0.4426,0.3913,0.1898,0.1067,0.103,0.0504,0.216
s018,3,7,0.1747,0.1289,0.0831,0.4898,0.3294,0.154,0.1529,0.0784,0.0389,0.2454
s018,3,8,0.1612,0.1115,0.1109,0.6568,0.6813,0.1477,0.1616,0.1452,0.0303,0.2417
s018,3,9,0.2649,0.1362,0.0789,0.2293,0.3886,0.1574,0.1442,0.0988,0.0354,0.2596
s018,3,10,0.2762,0.1022,0.1011,0.2578,0.3889,0.1857,0.1297,0.1281,0.0222,0.2761
s018,3,11,0.1897,0.1457,0.0901,0.3494,0.3576,0.1687,0.1516,0.1391,0.0235,0.2712
s018,3,12,0.1638,0.1154,0.0885,0.279,0.3714,0.195,0.0882,0.2022,0.0536,0.4335
s018,3,13,0.1744,0.0911,0.0927,0.275,0.3675,0.192,0.2466,0.1355,0.0354,0.2633
s018,3,14,0.1292,0.1344,0.0518,0.2354,0.3844,0.8026,0.1437,0.0882,0.0773,0.2583
s018,3,15,0.1509,0.1103,0.1072,0.3117,0.4567,0.231,0.1519,0.122,0.0699,0.2219
s018,3,16,0.1594,0.1222,0.1199,0.5394,0.3287,0.2943,0.1373,0.0895,0.0623,0.2842
s018,3,17,0.1428,0.4692,1.1989,0.2806,0.3632,0.2075,0.0867,0.1546,0.0243,0.5016
s018,3,18,0.1686,0.1349,0.0666,0.3338,0.3804,0.2067,0.1117,0.1286,0.037,0.4098
s018,3,19,0.2393,0.1101,0.1001,0.3051,0.3355,0.2197,0.1028,0.1453,0.0222,0.4346
s018,3,20,0.1512,0.1069,0.0663,0.237,0.2995,0.5253,0.1804,0.1149,0.0293,0.3059
s018,3,21,0.1317,0.1603,0.0467,0.2421,0.9609,0.2996,0.1331,0.1157,0.0435,0.2961
s018,3,22,0.1258,0.1869,0.0483,0.2882,0.3186,0.1901,0.1616,0.098,0.0655,0.2477
s018,3,23,0.1311,0.1381,0.0576,0.2553,0.3139,0.2473,0.159,0.1247,0.0961,0.4196
s018,3,24,0.1871,0.113,0.0652,0.2321,0.3002,0.222,0.6163,0.2898,0.0691,0.3061
s018,3,25,0.2085,0.1445,0.0964,0.2822,0.3271,0.2429,0.2482,0.1218,0.0169,0.2855
s018,3,26,0.4383,0.1523,0.1581,0.5993,0.4008,0.2001,0.3535,0.112,0.0734,0.2705
s018,3,27,0.1947,0.1085,0.1104,0.3064,0.2975,0.1986,0.1431,0.1159,0.0406,0.3068
s018,3,28,0.171,0.1713,0.0639,0.2616,0.4179,0.2534,0.1266,0.1135,0.0721,0.3227
s018,3,29,0.31,0.3785,0.1771,0.2703,0.3243,0.2141,0.0999,0.1259,0.0377,0.3279
s018,3,30,0.1316,0.1571,0.0251,0.2779,0.4619,0.2202,0.1545,0.0961,0.0119,0.3087
s018,3,31,0.1615,0.1183,0.0892,0.258,0.3191,0.2297,0.0883,0.1247,0.0604,0.4122
s018,3,32,0.277,0.1935,0.1049,0.8349,0.5418,0.5153,0.2165,0.2041,0.0749,0.2826
s018,3,33,0.6254,0.2487,1.292,0.3909,0.715,0.2252,0.2138,0.3667,0.0565,0.4108
s018,3,34,0.1515,0.1584,0.1017,0.3524,0.3395,0.2304,0.1662,0.1534,0.0549,0.2396
s018,3,35,0.1522,0.156,0.0631,0.3758,0.4733,0.198,0.1638,0.1157,0.0892,0.2633
s018,3,36,0.1306,0.1396,0.0739,0.2489,0.3664,0.1841,0.1371,0.1283,0.0752,0.3341
s018,3,37,0.1335,0.1452,0.0851,0.3264,0.4447,0.1934,0.092,0.1352,0.0446,0.2481
s018,3,38,0.1258,0.1378,0.0547,0.2925,0.3123,0.2703,0.2395,0.1508,0.0731,0.2908
s018,3,39,0.1823,0.1732,0.1152,0.2906,0.3271,0.2355,0.155,0.1275,0.0441,0.4135
s018,3,40,0.1399,0.1555,0.0853,0.3515,0.3374,0.2495,0.1717,0.094,0.0515,0.2314
s018,3,41,0.1359,0.146,0.098,0.2251,0.2992,0.5258,0.1817,0.0842,0.0592,0.2713
s018,3,42,0.163,0.1507,0.0905,0.6366,0.3657,0.1869,0.1281,0.1154,0.0275,0.243
s018,3,43,0.1103,0.1579,0.0642,0.2945,0.3751,0.2172,0.0943,0.1109,0.6004,0.1881
s018,3,44,0.1322,0.1845,0.1172,0.356,0.3421,0.2204,0.1094,0.1241,0.0377,0.2679
s018,3,45,0.1533,0.1542,0.122,0.4719,0.3466,0.2318,0.3158,0.1025,0.0296,0.2366
s018,3,46,0.1433,0.1289,0.1098,0.2624,0.3574,0.1764,0.1266,0.1323,0.0319,0.263
s018,3,47,0.1541,0.1587,0.2418,0.2624,0.3232,0.2566,0.1231,0.127,0.0488,0.2895
s018,3,48,0.1425,0.1365,0.079,0.2156,0.2878,0.2204,0.088,0.1518,0.0565,0.3536
s018,3,49,0.1232,0.1286,0.0779,0.2188,0.2799,0.2561,0.3443,0.1027,0.0589,0.2456
s018,3,50,0.1409,0.1555,0.1565,0.3032,0.3231,0.237,0.312,0.2719,0.043,0.2071
s018,4,1,0.1406,0.1178,0.0832,0.3969,0.3324,0.2057,0.134,0.1249,0.0768,0.2739
s018,4,2,0.1327,0.1362,0.0668,0.2022,0.3466,0.1444,0.1638,0.099,0.0303,0.2237
s018,4,3,0.1169,0.1608,0.0729,0.3613,0.3435,0.1531,0.14,0.0811,0.0441,0.2596
s018,4,4,0.1366,0.1465,0.1054,0.3341,0.4275,0.3777,0.178,0.1075,0.0385,0.2385
s018,4,5,0.1274,0.1354,0.2677,0.2692,0.4419,0.2326,0.1442,0.0953,0.0594,0.286
s018,4,6,0.1588,0.1244,0.0737,0.2354,0.3424,0.2643,0.2321,0.1189,0.0467,0.2656
s018,4,7,0.2311,0.1194,0.1035,0.2956,0.3369,0.2194,0.1568,0.0859,0.0391,0.2534
s018,4,8,0.257,0.1006,0.1096,0.2806,0.3236,0.2529,0.1355,0.1225,0.0238,0.2844
s018,4,9,0.1457,0.1663,0.1262,0.3893,0.3975,0.179,0.1287,0.1263,0.0625,0.404
s018,4,10,0.1456,0.1164,0.1051,0.2789,0.3384,0.1813,0.1481,0.1645,0.0364,0.4211
s018,4,11,0.1507,0.1162,0.0784,0.2813,0.3714,0.283,0.1413,0.1254,0.0288,0.4836
s018,4,12,0.1387,0.1265,0.0792,0.251,0.3097,0.1766,0.1152,0.1027,0.0549,0.2979
s018,4,13,0.1082,0.1518,0.0259,0.2898,0.3171,0.1973,0.1661,0.0948,0.0528,0.5042
s018,4,14,0.1404,0.1228,0.0528,0.2367,0.3376,0.4326,0.2764,0.1046,0.0644,0.3163
s018,4,15,0.124,0.1239,0.0706,0.304,0.2743,0.654,0.216,0.1255,0.0462,0.2667
s018,4,16,0.1285,0.1246,0.0529,0.2304,0.3347,0.4659,0.1545,0.0901,0.0554,0.2821
s018,4,17,0.1467,0.1069,0.0924,0.5316,2.9113,0.3653,0.145,0.1437,0.0641,0.3348
s018,4,18,0.133,0.1399,0.0718,0.316,0.3941,0.1943,0.1411,0.1223,0.0478,0.301
s018,4,19,0.1345,0.1252,0.3621,0.3302,0.4318,0.2136,0.1203,0.1165,0.7764,0.3303
s018,4,20,0.196,0.1434,0.0565,0.2492,0.3645,0.3001,0.1954,0.1144,0.0406,0.5034
s018,4,21,0.1393,0.1441,0.0394,0.2622,0.3152,0.1418,0.203,0.1096,0.0087,0.3765
s018,4,22,0.1372,0.1115,0.0475,0.2486,0.3094,0.1757,0.1448,0.14,0.038,0.2702
s018,4,23,0.1274,0.1251,0.0729,0.3415,0.6385,0.1668,0.1413,0.1225,0.0203,0.2932
s018,4,24,0.1591,0.1252,0.1066,0.3426,0.4004,0.3838,0.2627,0.2862,0.0731,0.3597
s018,4,25,0.3274,0.5531,0.4568,0.4054,0.5116,0.2986,0.1846,0.1619,0.0953,0.3369
s018,4,26,0.2332,0.2099,0.3511,0.2977,0.3677,0.1993,0.1555,0.1407,0.0889,0.3179
s018,4,27,0.3845,0.1626,0.1542,0.2613,0.3395,0.1851,0.1796,0.0903,0.0476,0.2976
s018,4,28,0.1446,0.1523,0.1054,0.2937,0.3653,0.2379,0.0967,0.1558,0.0385,0.7426
s018,4,29,0.139,0.15,0.6395,0.2554,0.3295,0.212,0.3477,0.1276,0.0961,0.4514
s018,4,30,0.1353,0.3389,0.2143,0.2916,0.3369,0.1949,0.1767,0.1526,0.0177,0.3145
s018,4,31,0.1781,0.0911,0.0927,0.2465,0.344,0.1806,0.1873,0.1854,0.0377,0.2956
s018,4,32,0.1578,0.1204,0.0924,0.2966,0.3503,0.5782,0.1531,0.1463,0.0544,0.4647
s018,4,33,0.137,0.1624,0.1478,0.4336,0.7086,0.2482,0.1165,0.1941,0.0483,0.376
s018,4,34,0.1462,0.1318,0.1201,0.261,0.6551,0.3624,0.3427,0.1661,0.0705,0.4352
s018,4,35,0.1705,0.1475,0.18,0.2855,0.3875,0.5216,0.2662,0.1201,0.047,0.2987
s018,4,36,0.1296,0.1141,0.0966,0.288,0.3313,0.169,0.1503,0.094,0.047,0.3327
s018,4,37,0.119,0.1191,0.0771,0.2165,0.3577,0.196,0.1593,0.1144,0.0356,0.3285
s018,4,38,0.1337,0.1307,0.0937,0.7982,0.6689,0.3899,0.1463,0.0937,0.0518,0.3246
s018,4,39,0.1414,0.1341,0.3484,0.2383,0.4583,0.2007,0.1616,0.1279,0.0343,0.2897
s018,4,40,0.1614,0.0919,0.2631,0.2586,0.377,0.2033,0.1545,0.1307,0.0235,0.4256
s018,4,41,0.1237,0.1312,0.4439,0.289,0.5941,0.1869,0.1598,0.0937,0.0383,0.29
s018,4,42,0.2242,0.1686,0.166,0.2515,0.3925,0.2318,0.102,0.1468,0.0351,0.3391
s018,4,43,0.13,0.1236,0.0933,0.6844,0.4065,0.2625,0.1424,0.1276,0.0272,0.4984
s018,4,44,0.1245,0.1579,0.1684,0.8249,0.398,0.2975,0.2002,0.1944,0.034,0.339
s018,4,45,0.1113,0.1626,0.3057,0.2948,0.5762,0.1827,0.1688,0.0969,0.0311,0.3427
s018,4,46,0.1047,0.1267,0.1265,0.355,0.4007,0.4012,0.2444,0.188,0.0121,0.2897
s018,4,47,0.1538,0.1017,0.1196,0.2248,0.344,0.1677,0.1582,0.1552,0.0164,0.3876
s018,4,48,0.1293,0.1143,0.0974,0.5315,0.732,0.217,0.1732,0.6394,0.4043,0.2145
s018,4,49,0.1358,0.17,0.1415,0.7521,0.4306,0.1795,0.1925,0.1019,0.0538,0.3361
s018,4,50,0.1309,0.1362,0.0847,0.3954,0.373,0.1692,0.1461,0.1019,0.0336,0.4185
s018,5,1,0.1031,0.1239,0.0581,0.2732,0.3285,0.2017,0.211,0.212,0.0523,0.2259
s018,5,2,0.123,0.1069,0.0623,0.2149,0.291,0.1991,0.0977,0.1239,0.0475,0.258
s018,5,3,0.1167,0.1104,0.071,0.2322,0.3041,0.2399,0.1038,0.1031,0.0443,0.2404
s018,5,4,0.143,0.1483,0.0668,0.2655,0.2943,0.2062,0.0864,0.0941,0.0567,0.2458
s018,5,5,0.1585,0.1138,0.0758,0.228,0.3015,0.1975,0.1047,0.0964,0.0644,0.2458
s018,5,6,0.1971,0.0843,0.0943,0.1911,0.2927,0.2671,0.1266,0.1201,0.0478,0.2386
s018,5,7,0.1221,0.1212,0.0971,0.2193,0.3271,0.2046,0.1255,0.0803,0.0655,0.2371
s018,5,8,0.1445,0.1322,0.112,0.2932,0.3421,0.2898,0.207,0.5547,0.2355,0.3011
s018,5,9,0.1016,0.1563,0.046,0.2106,0.3224,0.2736,0.1242,0.1265,0.0752,0.2401
s018,5,10,0.1543,0.1468,0.0781,0.2246,0.3628,0.183,0.1134,0.184,0.0391,0.2747
s018,5,11,0.1446,0.1117,0.0726,0.2318,0.3801,0.2004,0.1611,0.0922,0.0454,0.2818
s018,5,12,0.1245,0.1138,0.0705,0.1869,0.3237,0.2342,0.159,0.093,0.0328,0.3082
s018,5,13,0.1482,0.0893,0.0872,0.2101,0.2791,0.2463,0.112,0.093,0.0581,0.2797
s018,5,14,0.3053,0.1262,0.075,0.227,0.3337,0.1896,0.1258,0.1175,0.0451,0.4868
s018,5,15,0.1158,0.1238,0.0734,0.3593,0.3511,0.2358,0.0764,0.1482,0.0636,0.4354
s018,5,16,0.2018,0.1159,0.0787,0.2135,0.2988,0.198,0.1292,0.1038,0.0758,0.6261
s018,5,17,0.2167,0.1016,0.2669,0.355,0.3531,0.2128,0.1178,0.1478,0.0528,0.2696
s018,5,18,0.1127,0.1153,0.0702,0.2634,0.3886,0.2231,0.1489,0.0964,0.0728,0.2765
s018,5,19,0.1654,0.1035,0.0684,0.2107,0.3274,0.3556,0.1175,0.122,0.1404,0.2464
s018,5,20,0.2195,0.203,0.1227,0.1916,0.3213,0.1885,0.1104,0.1366,0.0662,0.2593
s018,5,21,0.1213,0.1233,0.0505,0.2407,0.3294,0.1983,0.1495,0.0621,0.0726,0.5423
s018,5,22,0.2858,0.0869,0.1202,0.2315,0.3331,0.1863,0.1819,0.0716,0.0895,0.3113
s018,5,23,0.1193,0.1318,0.1194,1.0492,0.456,0.2289,0.2558,0.2173,0.0462,0.2728
s018,5,24,0.1311,0.1154,0.0737,0.2167,0.4985,0.1772,0.1749,0.1275,0.0628,0.2292
s018,5,25,0.1494,0.0995,0.1054,0.2259,0.3456,0.1503,0.1497,0.1426,0.0314,0.3972
s018,5,26,0.1185,0.1357,0.0594,0.2273,0.2793,0.3349,0.1703,0.0743,0.0602,0.3412
s018,5,27,0.1361,0.121,0.0877,0.2219,0.3501,0.2027,0.111,0.1101,0.0512,0.2889
s018,5,28,0.1469,0.1119,0.1069,0.5608,0.3336,0.1738,0.1329,0.1088,0.0605,0.2361
s018,5,29,0.2092,0.1209,0.0869,0.185,0.3107,0.1526,0.1696,0.0711,0.0568,0.2362
s018,5,30,0.1224,0.1483,0.0565,0.2251,0.302,0.5773,0.282,0.206,0.0631,0.2937
s018,5,31,0.1382,0.1484,0.0843,0.2288,0.32,0.2651,0.1392,0.0758,0.0544,0.3172
s018,5,32,0.1156,0.1362,0.3272,0.2489,0.3356,0.4399,0.2463,0.117,0.0747,0.2459
s018,5,33,0.1192,0.1243,0.1093,0.2684,0.2954,0.2725,0.0735,0.168,0.0401,0.2974
s018,5,34,0.1053,0.1307,0.0462,0.2365,0.3007,0.1909,0.159,0.0964,0.0581,0.244
s018,5,35,0.1306,0.1199,0.0692,0.217,0.3183,0.1896,0.0774,0.1577,0.5901,0.2989
s018,5,36,0.124,0.128,0.0673,0.2262,0.334,0.2073,0.1258,0.1168,0.0607,0.2604
s018,5,37,0.1187,0.1145,0.1185,0.2938,0.3403,0.2128,0.1115,0.1328,0.0183,0.3101
s018,5,38,0.1662,0.0998,0.1244,0.2167,0.3733,0.1308,0.1996,0.2015,0.0143,1.0117
s018,5,39,0.2509,0.1291,0.0982,0.2392,0.4081,0.172,0.1318,0.1766,0.0314,0.29
s018,5,40,0.1193,0.1387,0.0705,0.4051,0.3559,0.1914,0.1303,0.0864,0.0668,0.2702
s018,5,41,0.1092,0.1352,0.1993,0.2446,0.4026,0.2117,0.0888,0.1484,0.0697,0.2916
s018,5,42,0.1208,0.1326,0.0747,0.2278,0.7711,0.3133,0.1342,0.1131,0.0641,0.2766
s018,5,43,0.1073,0.1465,0.0557,0.2326,0.3532,0.1617,0.2007,0.1883,0.0641,0.3316
s018,5,44,0.1635,0.1214,0.122,0.2375,0.3402,0.1895,0.1134,0.0945,0.0631,0.2892
s018,5,45,0.1026,0.1555,0.0948,0.2858,0.5691,0.2869,0.1355,0.1196,0.1103,0.2675
s018,5,46,0.1211,0.1471,0.0816,0.2385,0.3609,0.2342,0.1656,0.1138,0.0734,0.2519
s018,5,47,0.1174,0.1397,0.1049,0.2304,0.3635,0.1589,0.1508,0.0695,0.0605,0.2322
s018,5,48,0.1195,0.1495,0.0824,0.2328,0.3118,0.1846,0.1672,0.1487,0.0443,0.3354
s018,5,49,0.3185,0.0969,0.1173,0.5679,0.3292,0.1893,0.1239,0.1516,0.0607,0.2583
s018,5,50,0.1417,0.1317,0.1011,0.2008,0.3422,0.1566,0.1917,0.1389,0.08,0.2715
s018,6,1,0.132,0.1291,0.0842,0.545,0.3879,0.2101,0.4076,0.2022,0.0932,0.2314
s018,6,2,0.1559,0.1388,0.1041,0.2235,0.316,0.1998,0.1474,0.0988,0.0592,0.2691
s018,6,3,0.4515,0.0966,0.1067,0.2251,0.3665,0.17,0.1485,0.0784,0.0721,0.3116
s018,6,4,0.1277,0.1529,0.0744,0.2226,0.3247,0.2827,0.1221,0.113,0.0808,0.266
s018,6,5,0.1371,0.1235,0.0663,0.2027,0.3891,0.1363,0.2097,0.0684,0.0673,0.657
s018,6,6,0.1416,0.1476,0.0992,0.2526,0.367,0.173,0.1646,0.0914,0.055,0.2896
s018,6,7,0.1227,0.1581,0.0713,0.2454,0.3255,0.1429,0.1851,0.0201,0.7133,0.2379
s018,6,8,0.135,0.1713,0.1394,1.1898,0.8929,0.467,0.135,0.0885,0.0682,0.347
s018,6,9,0.1567,0.1637,0.1074,0.5813,0.4136,0.22,0.1931,0.0864,0.0861,0.3053
s018,6,10,0.2525,0.1644,0.0708,0.359,0.382,0.1463,0.1814,0.1025,0.0613,0.2916
s018,6,11,0.1153,0.1758,0.0993,0.2756,0.393,0.254,0.1284,0.1249,0.066,0.2765
s018,6,12,0.1583,0.141,0.1243,0.3657,0.3793,0.1559,0.1601,0.1014,0.0525,0.2941
s018,6,13,0.1538,0.1244,0.0845,0.2568,0.3952,0.1954,0.1833,0.1106,0.0589,0.3536
s018,6,14,0.124,0.1175,0.0776,0.2769,0.3097,0.1741,0.1395,0.1006,0.0776,0.2725
s018,6,15,0.139,0.1085,0.081,0.2238,0.3255,0.1822,0.1347,0.1032,0.0692,0.292
s018,6,16,0.1548,0.1349,0.1033,0.2995,0.32,0.2304,0.0661,0.1991,0.0657,0.2636
s018,6,17,0.1306,0.1061,0.0864,0.2146,0.3207,0.1664,0.1324,0.1104,0.0531,0.2198
s018,6,18,0.1367,0.1178,0.0679,0.2064,0.2857,0.16,0.1477,0.1025,0.0399,0.2726
s018,6,19,0.1277,0.1204,0.084,0.2087,0.3334,0.292,0.1144,0.0761,0.4238,0.2166
s018,6,20,0.1469,0.1193,0.1863,0.3476,0.3598,0.2233,0.2646,0.16,0.1845,0.309
s018,6,21,0.1089,0.3502,1.6783,0.6307,0.3756,0.1779,0.1194,0.1006,0.0473,0.296
s018,6,22,0.1377,0.2318,0.1072,0.3228,0.3065,0.2656,0.0658,0.1317,0.047,0.2842
s018,6,23,0.0931,0.1812,0.1518,0.3489,0.3601,0.2357,0.097,0.5677,0.4046,0.5412
s018,6,24,0.1166,0.2471,0.0855,0.2642,0.3537,0.1679,0.1274,0.1394,0.0356,0.3578
s018,6,25,0.1282,0.1974,0.2888,0.2842,0.3809,0.1558,0.1386,0.1263,0.0615,0.2832
s018,6,26,0.0912,0.1806,0.0639,0.2326,0.3099,0.162,0.1097,0.1207,0.0583,0.2873
s018,6,27,0.1042,0.1413,0.0409,0.2249,0.3436,0.1941,0.1323,0.1011,0.0518,0.2607
s018,6,28,0.1197,0.1484,0.1175,0.331,0.358,0.141,0.1464,0.1661,0.0507,0.2641
s018,6,29,0.1261,0.1064,0.1302,0.2072,0.2732,0.175,0.1279,0.0874,0.07,0.2755
